overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style_Style:,style_Size:,style_Color:,vote,image,style_Size Name:,style_Style Name:,style_Package Quantity:,review_length,sentiment
5.0,False,"04 4, 2016",A3J8IC20SGBS2O,B008YDSH6E,Mr and Mrs Burk,"['technician', 'technician', 'since', '1971', 'used', 'supco', 'relay', '30', 'year', 'first', 'became', 'available', 'always', 'found', 'reliable', 'saved', 'carrying', '40', '50', 'type', 'relay', 'truck', 'mr', 'burke']","Totally reliable relays, 45 years experience",1459728000,,,,,,,,,255,Positive
5.0,True,"12 21, 2016",AFUVGAUNQVT0S,B008YDSH6E,Brian M.,"['start', 'device', 'great', 'domestic', 'refrigeration', 'start', 'device', 'repair', 'exceed', 'original', 'device', 'easy', 'install']",Got compressor start problem?,1482278400,,,,,,,,,140,Positive
5.0,True,"01 7, 2015",A1AJW9DILZFTQI,B008YDSH6E,Riteway Appliance,"['great', 'deal', 'fast', 'shipping']",Five Stars,1420588800,,,,,,,,,29,Positive
5.0,True,"04 24, 2016",A11SCLK8GDDN3C,B00CW0O1EW,mrclobhead,"['fine', 'problem', 'report', 'definitely', 'recommend', 'friend']",Five Stars,1461456000,,,,,,,,,79,Positive
5.0,True,"12 10, 2014",AVGG8CYK8K312,B00CW0O1EW,Larry,"['low', 'price', 'good', 'money', 'maker']",Thermal fuses,1418169600,,,,,,,,,35,Positive
5.0,True,"03 7, 2017",A23KSPVPHZF6EO,B00CW0O1EW,Angela Samos Guardia,['wonderful'],Five Stars,1488844800,,,,,,,,,10,Positive
5.0,True,"11 19, 2014",AFUVGAUNQVT0S,B00CW0O1EW,Brian M.,"['muti', 'pack', 'make', 'sure', 'always', 'part', 'finish', 'job', 'check', 'hand']",This muti pack makes sure I always have the part ...,1416355200,,,,,,,,,109,Positive
5.0,True,"03 8, 2016",A3GP2HMB2AFOKF,B00CW0O1EW,Juan,"['great', 'product']",Five Stars,1457395200,,,,,,,,,13,Positive
5.0,True,"01 5, 2016",A2V0JXLJ9VCNNX,B00DM8J11Q,Amazon Customer,"['good', 'dog']",Five Stars,1451952000,,,,,,,,,10,Positive
5.0,True,"06 21, 2015",A2CIEGHZ7L1WWR,B00DM8J11Q,albert j. kong,"['good', 'price', 'delivery']",Five Stars,1434844800,,,,,,,,,26,Positive
5.0,True,"11 22, 2013",A1EUO0BU72JR7T,B00DM8J11Q,Bilbo,"['cheap', 'fix', 'old', 'washer', 'take', 'agitator', 'put', 'replace', 'agitator', 'youre', 'back', 'business', 'even', 'flip', 'old', 'one', 'around', 'sometimes', 'get', 'bit', 'use', 'cheap', 'enough', 'put', 'youre', 'going', 'take', 'time', 'fix', 'washer', 'anyway']",Perfect replacement for aging agitator-type washers...,1385078400,,,,,,,,,296,Positive
5.0,False,"05 14, 2015",AFUVGAUNQVT0S,B00DM8J11Q,Brian M.,"['common', 'failure', 'whilrlpool', 'agitator', 'year', 'service', 'im', 'replacement', 'part', 'van']",Common failure with the whilrlpool agitator after a few years ...,1431561600,,,,,,,,,129,Positive
5.0,True,"12 10, 2014",AVGG8CYK8K312,B00DM8JA7Q,Larry,"['great', 'buy', 'replace', 'alot', 'seem', 'fit', 'fine']",Lid switch,1418169600,,,,,,,,,66,Positive
1.0,True,"11 2, 2013",A2HDUVKXR5CM7H,B00DM8JA7Q,MIKE,"['piece', 'garbage', 'switch', 'set', 'high', 'shut', 'couldnt', 'return', 'taken', 'package', 'else', 'know', 'work', 'dont', 'take', 'try', 'bad', 'return', 'policy']",does not work as promised,1383350400,,,,,,,,,206,Negative
5.0,True,"11 25, 2014",A11SCLK8GDDN3C,B00DM8JA7Q,mrclobhead,"['fine', 'item', 'work', 'great']",Five Stars,1416873600,,,,,,,,,30,Positive
5.0,True,"02 23, 2015",A26M3TN8QICJ3K,B00DM8JA7Q,Marty Baker,"['excellent', 'exactly', 'needed']",Five Stars,1424649600,,,,,,,,,33,Positive
5.0,True,"11 10, 2014",A2O7BWHBIV1HWZ,B00DM8JA7Q,A/C dude,"['worked', 'great']",Five Stars,1415577600,,,,,,,,,12,Positive
5.0,False,"03 26, 2015",A2OP8DEIIUESP,B00JGTUQJ6,Chris,"['worked', 'great', 'half', 'price']",Worked great,1427328000,, 3-Pack,,,,,,,30,Positive
5.0,False,"03 26, 2015",A2OP8DEIIUESP,B00JGTUQJ6,Chris,"['good', 'expensive', 'filter', 'used', 'buy', 'taste', 'function', 'much', 'lower', 'price']",Just like the more expensive filters,1427328000,, 2-Pack,,,,,,,110,Positive
5.0,False,"04 8, 2015",ALZOND1IEW8KS,B00JGTUQJ6,Bill,"['filter', 'work', 'like', 'expensive', 'filter']",works great,1428451200,,,,,,,,,49,Positive
5.0,False,"03 26, 2015",A2OP8DEIIUESP,B00JGTUQJ6,Chris,"['seen', 'bad', 'review', 'dont', 'know', 'always', 'work', 'great', 'maybe', 'people', 'arent', 'installing', 'correctly']",Always work the way they are supposed to.,1427328000,,,,,,,,,128,Positive
5.0,False,"04 8, 2015",ALZOND1IEW8KS,B00JGTUQJ6,Bill,"['great', 'product', 'better', 'price']",Great product,1428451200,, 3-Pack,,,,,,,31,Positive
5.0,True,"03 3, 2016",A2V0JXLJ9VCNNX,B00MGMWTQS,Amazon Customer,['right'],Five Stars,1456963200,,,,,,,,,13,Positive
5.0,True,"07 10, 2015",A3H61AMBJ177DG,B00MGMWTQS,Randy Bailey,['advertised'],Five Stars,1436486400,,,,,,,,,13,Positive
5.0,True,"11 13, 2013",A1EUO0BU72JR7T,B00MGMWTQS,Bilbo,"['allplastic', 'insert', 'one', 'better', 'one', 'metal', 'one', 'used', 'one', 'metal', 'insert', 'one', 'short', 'insert', 'spun', 'inside', 'coupler', 'made', 'replace', 'pry', 'metal', 'insert', 'shaft', 'annoying', 'part']","Great coupler - use the all-plastic ones, not the ones with the metal spline insert...",1384300800,,,,,,,,,291,Positive
5.0,True,"07 4, 2015",A6FPI5CM4W5WB,B00MGMWTQS,Tim Veteto,['great'],Great,1435968000,,,,,,,,,5,Positive
5.0,True,"08 11, 2014",AVGG8CYK8K312,B00MGMWTQS,Larry,"['satisfied', 'love', 'price', 'prompt', 'courteous', 'service']",Five Stars,1407715200,,,,,,,,,64,Positive
5.0,True,"02 28, 2018",A23KSPVPHZF6EO,B00P9C66PM,Angela Samos Guardia,"['work', 'great', 'wonderful', 'product', 'worked', 'good']",Five Stars,1519776000,,,,,,,,,51,Positive
5.0,True,"01 5, 2016",A2V0JXLJ9VCNNX,B00P9C66PM,Amazon Customer,"['washer', 'spinning']",Five Stars,1451952000,,,,,,,,,20,Positive
5.0,True,"07 4, 2015",A13391AZAFJ67K,B00P9C66PM,Fred A,['good'],Five Stars,1435968000,,,,,,,,,4,Positive
5.0,True,"08 13, 2015",A37DQO5LU8DXTV,B00P9C66PM,Easy Appliance,"['good', 'job']",Five Stars,1439424000,,,,,,,,,8,Positive
5.0,True,"11 20, 2014",A37DQO5LU8DXTV,B00W4YKCGC,Easy Appliance,['good'],Five Stars,1416441600,,,,,,,,,4,Positive
5.0,True,"12 5, 2016",A3GP2HMB2AFOKF,B00W4YKCGC,Juan,"['great', 'product', 'fast', 'shipping']",Five Stars,1480896000,,,,,,,,,27,Positive
5.0,True,"08 29, 2014",A1H2V1GNEY4LZ0,B00W4YKCGC,Handyman,"['work', 'perfectly', 'time']",Could not beat the great price and fast delivery!,1409270400,,,,,,,,,27,Positive
5.0,True,"07 10, 2015",A3H61AMBJ177DG,B00W4YKCGC,Randy Bailey,['advertised'],Five Stars,1436486400,,,,,,,,,14,Positive
5.0,True,"08 11, 2014",AVGG8CYK8K312,B00W4YKCGC,Larry,"['use', 'regular', 'job', 'love', 'pricing']",Five Stars,1407715200,,,,,,,,,53,Positive
